1.059468205466491519e-03 5.147582621521079593e-02 1.206112737617409530e-01 1.037977342316813489e+00 3.518712692209174708e+00 1.006096445249891360e+02 3.914985861142236678e-03 5.786567359552102374e+01 1.127610097654589749e+00
1.911940766597955085e-04 8.614727076906716907e-02 2.250494332733420644e-01 1.119258643764128314e+00 3.902487390470772421e+00 1.177720654765871586e+02 2.992763965974420959e-03 5.781008551235245108e+01 1.160534461603127232e+00
4.700433347415961622e-04 2.416277293783680377e-02 6.642172794399239244e-01 4.763604767089099079e-01 3.501780636537384694e+00 9.383902814490181754e+01 5.015588341655732862e-03 5.790186857825062106e+01 1.145987918441934816e+00
1.035311267559516340e-03 2.483707411211215077e-01 3.827374670010752489e-01 4.511744616621998216e-01 3.323983248415422143e+00 8.868597461252481651e+01 4.867514817560536500e-03 5.788645360099724968e+01 1.129303248509699431e+00
4.050611757384813471e-04 2.172419820114599928e-02 7.973350092283669477e-02 1.332327992005588602e+00 3.895408916934033794e+00 1.189958799554611346e+02 2.773465925624662987e-03 5.780758452721913443e+01 1.152097744189122919e+00
7.571202205359157163e-04 5.211180647851637593e-01 9.617610031277468163e-02 6.401454040612927221e-01 3.577741521830103189e+00 1.041200682705630527e+02 3.434901479910074107e-03 5.779057705118450627e+01 1.138504193431090217e+00
1.012590404139509815e-04 4.835206871142508356e-02 1.014612865050791735e+00 6.406310104182928733e-02 3.475627943306647261e+00 8.883325877125868431e+01 5.747681532497009305e-03 5.792046064608872769e+01 1.155438652480674122e+00
4.197775129909742738e-04 9.475812785960556761e-01 3.840069097423529781e-02 3.490682308800563405e-01 3.687529142957378880e+00 1.103441213911965377e+02 2.773691443668485634e-03 5.769218285807657054e+01 1.151873964356471047e+00
2.858940808367081200e-04 1.023896732474083082e+00 4.156577997956625858e-02 3.005080071127902430e-01 3.737845715410715197e+00 1.127633922486868983e+02 2.593967659123883052e-03 5.766628358806431009e+01 1.157341275027444105e+00
1.655197377954491450e-03 3.379712312549032482e-01 1.396981955160369882e-01 5.051309740661967806e-01 3.127947695092546887e+00 8.211685940656620630e+01 4.924008974344515344e-03 5.789345690987740767e+01 1.112218432770986309e+00
1.124548721735200963e-04 1.787033532541989767e-01 1.219893834559878237e-01 1.186822721924132074e+00 3.985764895478490111e+00 1.229756984422588602e+02 2.508915084100490911e-03 5.777268560487096494e+01 1.165386632092576980e+00
6.213230393856165271e-04 2.612627476966403184e-01 3.745307435530630391e-01 5.766816958249978420e-01 3.541430354118772161e+00 9.910039856378169532e+01 4.214551114203296533e-03 5.785077261475451849e+01 1.143092957420462907e+00
4.150864275915187168e-03 2.265813842765656422e-02 4.689926877210945366e-02 2.175935890777372095e-01 2.005492499847282506e+00 2.934979261987708909e+01 8.305261418750056746e-03 5.813266196961458832e+01 1.099111236001234948e+00
1.003782767210911709e-03 1.269737238802869442e-02 1.271165654001048806e-01 1.089416151295259816e+00 3.553310254167654225e+00 1.021485173950727159e+02 3.849392547258689845e-03 5.786717317091503077e+01 1.129445900677868542e+00
1.415196375299088757e-03 1.096190304188208176e-01 3.247876498489771779e-01 5.715818042951408273e-01 3.196052551443872236e+00 8.311244980812065819e+01 5.208753700578161450e-03 5.791915460407859939e+01 1.116707067762777061e+00
1.345627357912449092e-03 7.575860618002380753e-02 3.711754594306285182e-01 5.649630914667450599e-01 3.212329708386051585e+00 8.334861649758465774e+01 5.269179059466985726e-03 5.792255459507953219e+01 1.117990415202280818e+00
1.868557302011744680e-04 8.981932694929480043e-02 3.019799015099493000e-01 1.006833447790915104e+00 3.856160790986360443e+00 1.147132051489728894e+02 3.268892367104772601e-03 5.782228276627158436e+01 1.160633746848852343e+00
1.791526050667346937e-04 1.247614011186000266e-01 9.629705821884789740e-01 2.790745006113905247e-02 3.447780269956910892e+00 8.814702464835694684e+01 5.686498165330955423e-03 5.791245697453126695e+01 1.152991234561264955e+00
9.725855280776510582e-06 1.409543028114982999e+00 4.846586865469061818e-03 6.209383156869927381e-03 3.813788357436707521e+00 1.170822447591086757e+02 2.096585002226300509e-03 5.756228541866810389e+01 1.168770718367265538e+00
1.461147977042423463e-04 2.056646058696744161e-02 1.332297882202953393e-02 1.508508941015524352e+00 4.074630686468442953e+00 1.283082415057103560e+02 2.139018168543976861e-03 5.777388902216718947e+01 1.163623595581584125e+00
4.545054430902586810e-03 1.413096282655444125e-01 7.004736218423141675e-03 1.936006673859661659e-02 1.811710719767174016e+00 2.061665351165689941e+01 8.770365987314301948e-03 5.817486320957473112e+01 1.121625076860863546e+00
2.144700485485559558e-03 2.191629098914984475e-01 1.681264555086134649e-01 4.461065791821471893e-01 2.888299033214792200e+00 7.032501670582583131e+01 5.750261316268490130e-03 5.794785693542849714e+01 1.100380240671698706e+00
5.142616291186723199e-03 4.847645162094836829e-04 5.530096768105003616e-04 1.248750117396999967e-03 1.577789278611823498e+00 9.383650068779280318e+00 9.628658715371010701e-03 5.827646317288740363e+01 1.211200391827474965e+00
3.469829207578867844e-04 4.271440193046887601e-01 5.643222550249540337e-01 2.052486542865077090e-01 3.528556128333971920e+00 9.656780920377124744e+01 4.519930138056682534e-03 5.784196951928231556e+01 1.153273612946359883e+00
7.362457144278358560e-04 1.646565460656942981e-01 8.254633018051051874e-01 6.601470568478134265e-03 3.232821745078781728e+00 7.951598405341273690e+01 6.028341251405236467e-03 5.792875147256786050e+01 1.135599609591392722e+00
9.929185746241535673e-05 8.978133465721642448e-02 2.114573753140362375e-03 1.461421618203421868e+00 4.089629095002854875e+00 1.292101387815445719e+02 2.036945970792472527e-03 5.775638942756998517e+01 1.164719088509040823e+00
6.772102035257377426e-04 4.329703404118087628e-01 2.389931414340824845e-01 5.601238086989083209e-01 3.553350040781366292e+00 1.013097595925451486e+02 3.825801136633097399e-03 5.781657512342486172e+01 1.142300403873506953e+00
1.026357387612088191e-04 5.102847121819338305e-01 7.621831509337784194e-02 8.834995912264979046e-01 3.938507214356326447e+00 1.215088724403896379e+02 2.372633207999061411e-03 5.772018732252084305e+01 1.165551743100234905e+00
2.907702322847538490e-03 2.418113536208493786e-01 2.189368908052783391e-01 1.119150626938256871e-01 2.467131404509800952e+00 4.984425580888603236e+01 7.091104028638467449e-03 5.801835889586296702e+01 1.090087958468138885e+00
2.927629167812949361e-05 5.221953418096080268e-01 6.133558845718201785e-02 9.140920861708787815e-01 3.983921687034806869e+00 1.238518156179205221e+02 2.209024031318451708e-03 5.770558636735825075e+01 1.169176763192936619e+00
8.244287119867864649e-04 1.079165542769694008e+00 7.391154638543484534e-02 2.561974925954212459e-02 3.420686280956569458e+00 9.740631409656573680e+01 3.532952261250721371e-03 5.773467122991240075e+01 1.138359192484144300e+00
4.217768941614958959e-03 3.825065647075110570e-02 1.247299679829658448e-01 6.845406611212198622e-02 1.927715463095371673e+00 2.485106941678015957e+01 8.693862929339254975e-03 5.815446229556020796e+01 1.106825365644349413e+00
1.782597592459693632e-03 1.484658844860272178e-02 1.308917665523008089e-01 8.403415965534922760e-01 3.145940549831225397e+00 8.273623215908450845e+01 5.038696609022258466e-03 5.792775751041137511e+01 1.107809807135443192e+00
3.612212435271352877e-03 9.015693716170769534e-02 4.008605045841281446e-03 3.699619238837548174e-01 2.276069382812982766e+00 4.282855624276729856e+01 7.344614333065532796e-03 5.806406067309817587e+01 1.085942909142993740e+00
4.928143173174848033e-05 1.324189875675197081e+00 2.954121666672820229e-04 9.609764295928797939e-02 3.816295677453135582e+00 1.171864544722359085e+02 2.127623451250781894e-03 5.757928596757161444e+01 1.166469108340894456e+00
