,Rneck (MOhm),1-Vsh/Vsp
0,846.7790785163635,0.8668309745066343
1,89.59919361248657,0.3425159180245346
2,496.76845901459245,0.7874094892595852
3,152.3652095274426,0.4987245360547763
4,864.3297510636523,0.8708382365378453
5,1208.7113566262335,0.8944093155650975
6,392.5869382571334,0.733930345179888
7,687.0596010934543,0.8413383010636143
8,17.810000803856404,0.08642256123538905
9,396.8527787814,0.7472245164127007
10,30.44640999903045,0.1379383772669196
11,81.41301645044351,0.3119193861707269
12,107.6311580229379,0.38973385808290906
13,84.66412853424816,0.3244753405723162
14,397.0676233939483,0.7375221195584627
15,108.51765693278395,0.40117425587710476
16,617.3807899562923,0.8253423040930025
17,305.8239625208785,0.6611501337429537
18,249.68785710967103,0.6382304574971558
19,657.9542743720431,0.6974750775031391
20,88.6998736488217,0.3379219151735493
21,345.0176013183176,0.7160553685357895
22,48.512636552428816,0.20433112556152566
23,159.0825345830625,0.4956627154221007
24,132.33376696709638,0.43440794471770994
25,94.1975887593688,0.34659262521216294
26,16.737876196681682,0.08156879436252074
27,299.05239536846517,0.6636065100995076
28,171.92793447143254,0.5286762945267132
29,12.133652591141942,0.06619452249663604
30,83.58733243574939,0.3080947914236918
31,399.39000917688463,0.7313029149746557
32,538.8924683249145,0.7937950498535976
33,31.811378547896005,0.136925524647331
34,69.55639487045089,0.272856447254862
35,353.7548796488875,0.6952197639132727
36,37.9488756786209,0.14895237910550252
37,25.768525872445522,0.1063806544765784
38,868.6915399711437,0.848927487034763
39,155.42534202480857,0.48412182346260857
40,40.764507198183395,0.1580695424513615
41,136.85921598975682,0.4453221840065913
42,188.81682394813055,0.5279451787486185
43,173.49006907886752,0.5091755747709605
44,322.9931779170663,0.6553728485675361
45,44.22509791393751,0.15917656515147616
46,818.5201003617232,0.8547281459330183
47,702.9303077509867,0.8272251310957064
48,96.57131364790942,0.40157039574683084
49,29.973331684847615,0.1584475448409126
50,461.2404187785415,0.791502010318409
51,107.53904733412088,0.4133057161730037
52,38.6731312150632,0.19947099401956525
53,273.2745919741443,0.67841440692705
54,580.2982176885179,0.8255332371134123
55,201.83536423746162,0.6014748100894061
56,137.64447712690585,0.4982032449666053
57,178.04025817199476,0.5709500838657107
58,152.43294305537614,0.5088686203006365
59,142.48577229474395,0.5052261012302379
60,116.3872355958644,0.45188075885116863
61,95.9160584529887,0.3956418869298567
