,Rneck,Delta V (mV) Spine Head,Delta V (mV) Dendritic Shaft
366,149.86257184068484,18.523427003716925,11.334440624906726
367,150.53787335073184,18.550074276375845,11.328826072009662
368,151.56280607158564,18.59046007697293,11.320315273648625
369,154.33591705963164,18.69938161752941,11.297352090248822
370,156.8658839144618,18.798311642098973,11.276483593767978
371,158.28563231026712,18.853645034232628,11.264806592733336
372,159.34645400429022,18.894903868292772,11.256097477550732
373,161.03615267748546,18.960817619147825,11.242253284640782
374,162.41320773761433,19.014812308447077,11.230995922001135
375,164.33551947524913,19.08997662776256,11.21531890962325
376,164.64697720038782,19.102131969982075,11.212783016656168
377,165.83572456873998,19.148466819810913,11.20311479617844
378,168.40552583535418,19.248315397125495,11.182271446977886
379,172.6282291299355,19.41145222504457,11.148377200093215
380,173.61883896027624,19.449555553412573,11.140464042271539
381,176.43967255026962,19.55771185603008,11.11799259417704
382,176.9737378788678,19.578277176935174,11.113748365693532
383,177.1965805656305,19.58689878933287,11.111978399143503
384,178.71802183134804,19.645675333569457,11.099909244551398
385,179.99982458117202,19.69507682084391,11.08976155708222
386,183.12332162336514,19.8150113601073,11.065111787565158
387,186.12093297836415,19.929519886970603,11.041559116933897
388,186.42512153149946,19.9411076176824,11.039174712626632
389,186.76076737610904,19.953886805848136,11.036544934412156
390,190.483167744503,20.095129586019425,11.007464481635573
391,192.0861297131411,20.15568142989035,10.994989246699667
392,192.97963976148316,20.189363308789446,10.988047779031731
393,197.01784989329738,20.34160500575259,10.956785888894899
394,200.86285975635656,20.486708666591475,10.927197945777216
395,201.06299410198588,20.494235670819307,10.925671507835204
396,205.14514317520008,20.647213019380445,10.894630510103035
397,214.45085594608997,20.992057680714034,10.82453152489844
398,215.14740961695026,21.01765540742366,10.819321146775408
399,216.61026721602246,21.07131771041759,10.808395142646077
400,216.99435724585942,21.08538575655391,10.805530094936174
401,219.06874940181456,21.161709593866156,10.790083093029232
402,219.4646163887211,21.176312464260782,10.787140340162054
403,223.55071411478124,21.32647693545546,10.75686019125179
404,224.14993793356217,21.348412241221517,10.75243408537768
405,226.30881663208163,21.427258792270052,10.736518265136894
406,227.21176912755806,21.460152253360192,10.72987560531709
407,230.86879702202052,21.592868508263315,10.703057201014843
408,232.97703432764843,21.669012106742564,10.68766504047909
409,241.94179373809894,21.989841768617225,10.623088318955297
410,242.39446860719914,22.005916454158715,10.61984850191206
411,243.6594426041435,22.050772806059392,10.610805629452969
412,244.62284785676152,22.084880503567547,10.603929037747683
413,247.53914068212865,22.18886096525008,10.583168134565227
414,250.01202736098756,22.2766385400689,10.565628279537584
415,251.22436239421717,22.31954047945593,10.557050884137539
416,255.16021137639402,22.4582308275766,10.529301439936098
417,258.4341743172878,22.572914249881833,10.506331068263044
418,265.7185512358427,22.82587715909095,10.455586291872983
419,277.35723517616674,23.22386146574886,10.376021643697754
420,281.8868158368577,23.37818149053026,10.345387945387024
421,285.9826804259613,23.51678444518415,10.317845250019282
422,299.13742128954823,23.955765193915063,10.230384977315268
423,299.16470592929824,23.956666049994155,10.23020513871861
424,304.46073738228364,24.130780003026935,10.19562244086029
425,313.2592181317336,24.41680129196034,10.138701663454235
426,318.96328481836895,24.600101629590945,10.102143951574021
427,327.67424850554113,24.879277517244468,10.04682935343557
428,328.81380771706904,24.915518583723056,10.039638690054588
429,330.54619025039443,24.970487766024647,10.028727321927683
430,332.30622965889756,25.02618032043057,10.017666423450976
431,335.02304377254904,25.111844287903864,10.000692408965897
432,344.5804245394328,25.41030242663257,9.94161524368019
433,345.69427850091336,25.44479552073465,9.934776366966716
434,351.2407041897172,25.61566254822459,9.900864330075748
435,354.28146583619645,25.70871327666923,9.882372296976968
436,366.8204299705897,26.087819196911965,9.806855081256685
437,371.85948355934175,26.23811810168327,9.77694495115378
438,380.83990986794254,26.50477879791086,9.724214619760374
439,385.01542370957543,26.627722348480262,9.699894130172702
440,386.1457531918792,26.660868633062847,9.693331769617004
441,390.8561329100538,26.798383051308683,9.666081806461506
442,403.241856588753,27.15530363477955,9.59516843281277
443,404.6980959597722,27.19683015520532,9.58690399482282
444,409.89742699226855,27.344354398638608,9.5576696699383
445,423.8170357826462,27.733691416694285,9.480291104480258
446,425.5178338900199,27.780711678527275,9.470923903466861
447,429.916657368899,27.90177255187521,9.446784526805274
448,430.71247809853145,27.923590333162608,9.44243070038273
449,443.1522015064747,28.26132273709038,9.374960013260946
450,444.37774723735777,28.294262763380985,9.368397417250456
451,446.21552444338334,28.343547593334854,9.358573958304206
452,451.0391662290323,28.47262119198465,9.332889880683169
453,462.148197303069,28.767695871855594,9.27428188336603
454,465.51563272427256,28.856199987181697,9.256664257318988
455,469.3895120282668,28.957480554966516,9.236481268617467
456,473.15630011654423,29.05541764637227,9.216942113094085
457,492.1264708233779,29.54065286031348,9.12018177569324
458,500.59352548777287,29.75302092523144,9.077729138607388
459,512.0199020817212,30.03560751191693,9.021074021920633
460,551.9346809160857,30.988102087844396,8.829597028236343
461,555.9157518307621,31.080260642747405,8.810966008996587
462,569.305282739696,31.38769650341228,8.74920864771677
463,581.0459830972109,31.653277503588996,8.695787395259003
464,584.2671675973596,31.725408924723602,8.681246949596236
465,606.1328745193308,32.20689927459588,8.584066683174974
466,620.0659152627932,32.5064937816946,8.523469731874862
467,622.7772184383426,32.564157082384675,8.511779270238748
468,624.0092498705512,32.59029190426688,8.506477876296422
469,626.641250492709,32.64598288161389,8.4951750171127
470,635.0540842193504,32.822712504431124,8.459251750040615
471,719.5386358260855,34.49582898794569,8.117435804872258
472,725.7611522394753,34.61219286896433,8.093502868674484
473,733.7964744564247,34.76114762833261,8.062883177079648
474,738.5350429748634,34.84830503606439,8.044936989874003
475,743.2063974043986,34.93373484782663,8.027325113654314
476,750.2670070088777,35.06240513888434,8.000854369314887
477,769.7348535972523,35.411853441361714,7.928841798275613
478,778.5389919493413,35.56721734269148,7.8968399699905945
479,785.0508676625693,35.68108249645046,7.8733396187817775
480,801.2926830965907,35.96127262236412,7.815343754734556
481,856.0583423968783,36.86772431238594,7.626793860144737
482,878.7157946717755,37.226366513921306,7.5518784335536395
483,902.4015502069058,37.59161819005392,7.47518165359287
484,922.4660847312379,37.89357958537744,7.411706298593792
485,943.3918769632512,38.201480750453456,7.346708990956799
486,959.9771909314015,38.44058165187855,7.296109635551581
487,981.4188148291986,38.74342926655401,7.231919524481
488,1045.999599860598,39.61516628213465,7.045933405469967
489,1047.805047894982,39.63870432820606,7.04088207733561
490,1075.44119241796,39.9936209096501,6.96474538351405
491,1125.1925417925988,40.608714929003284,6.832197195138164
492,1209.2414305762366,41.58367846267907,6.620719706437228
493,1302.1493540067859,42.5743778349439,6.403570186207325
494,1727.5997369889412,46.21260837028264,5.583127067396042
495,1731.3756280830207,46.23961148194216,5.5768921789222645
496,2060.845156574229,48.3298082820677,5.086606558400668
497,2557.1340189841803,50.726831175847224,4.50468240158304
498,3116.6749566983844,52.717830645365964,4.001832481949165
499,9845.815229837357,60.40624715968338,1.802366375333186
