,t(ms),V(mV) Spine Head - M,V(mV) Spine Head - lb,V(mV) Spine Head - ub,V(mV) Dendritic shaft - M,V(mV) Dendritic shaft - lb,V(mV) Dendritic shaft - ub,V(mV) Soma - M,V(mV) Soma - lb,V(mV) Soma - ub
3836,71.80000000000001,-69.98438746787151,-69.99314778664322,-69.95890223384414,-69.98979145906527,-69.99600441885032,-69.96943107794148,-69.99505655271169,-69.99803839282879,-69.98635673821828
3837,71.85000000000002,-69.98443213625296,-69.99316721822778,-69.95902054341973,-69.98982086306032,-69.99601583229331,-69.96952011496339,-69.99507093375041,-69.99804405154403,-69.98639652460827
3838,71.9,-69.984476673599,-69.9931865927812,-69.95913850470477,-69.98985018074404,-69.9960272122495,-69.96960889041371,-69.99508527257468,-69.9980496936509,-69.98643619403653
3839,71.95000000000002,-69.98452108029501,-69.99320591047129,-69.95925611873052,-69.98987941237077,-69.99603855881733,-69.96969740506451,-69.99509956930862,-69.99805531919822,-69.98647574684765
3840,72.0,-69.98456535672523,-69.99322517146541,-69.9593733865251,-69.98990855819409,-69.9960498720949,-69.96978565968553,-69.995113824076,-69.99806092823465,-69.98651518338517
3841,72.05000000000001,-69.98460950327275,-69.9932443759304,-69.95949030911359,-69.9899376184668,-69.99606115218005,-69.96987365504421,-69.99512803700023,-69.99806652080873,-69.98655450399161
3842,72.10000000000002,-69.98465352031954,-69.99326352403261,-69.95960688751795,-69.98996659344097,-69.9960723991703,-69.96996139190573,-69.99514220820433,-69.99807209696885,-69.98659370900852
3843,72.15,-69.98469740824643,-69.99328261593789,-69.9597231227571,-69.98999548336789,-69.99608361316292,-69.97004887103296,-69.99515633781098,-69.99807765676326,-69.98663279877637
3844,72.20000000000002,-69.98474116743313,-69.99330165181158,-69.95983901584685,-69.99002428849815,-69.99609479425486,-69.97013609318651,-69.9951704259425,-69.99808320024006,-69.98667177363468
3845,72.25,-69.98478479825822,-69.99332063181859,-69.95995456780004,-69.99005300908155,-69.9961059425428,-69.97022305912472,-69.99518447272084,-69.99808872744721,-69.98671063392196
3846,72.30000000000001,-69.98482830109913,-69.99333955612327,-69.9600697796264,-69.99008164536714,-69.99611705812313,-69.97030976960363,-69.99519847826758,-69.99809423843253,-69.98674937997568
3847,72.35000000000002,-69.98487167633222,-69.99335842488952,-69.96018465233264,-69.99011019760329,-69.99612814109196,-69.97039622537707,-69.99521244270396,-69.99809973324369,-69.98678801213234
3848,72.4,-69.98491492433271,-69.99337723828076,-69.96029918692247,-69.99013866603754,-69.9961391915451,-69.97048242719661,-69.99522636615085,-69.99810521192825,-69.98682653072746
3849,72.45000000000002,-69.9849580454747,-69.99339599645988,-69.96041338439659,-69.99016705091677,-69.99615020957809,-69.97056837581155,-69.99524024872876,-69.99811067453358,-69.98686493609553
3850,72.5,-69.98500104013118,-69.99341469958935,-69.96052724575264,-69.99019535248709,-69.9961611952862,-69.97065407196898,-69.99525409055786,-69.99811612110696,-69.98690322857007
3851,72.55000000000001,-69.98504390867406,-69.9934333478311,-69.96064077198535,-69.99022366174525,-69.9961721487644,-69.97073951641376,-69.99526789175796,-69.9981215516955,-69.98694140848363
3852,72.60000000000002,-69.98508665147412,-69.9934519413466,-69.96075396408641,-69.9902519824938,-69.99618307010739,-69.97082470988853,-69.9952816524485,-69.99812696634618,-69.98697947616773
3853,72.65,-69.98512926890108,-69.99347048029688,-69.96086682304453,-69.99028022012232,-69.99619395940958,-69.97090965313369,-69.99529537274857,-69.99813236510583,-69.98701743195296
3854,72.70000000000002,-69.9851717613235,-69.99348896484243,-69.96097934984549,-69.99030837487565,-69.9962048167651,-69.97099434688747,-69.99530905277695,-69.99813774802116,-69.98705527616892
3855,72.75,-69.98521412910893,-69.9935073951433,-69.96109154547207,-69.99033644699796,-69.99621564226781,-69.97107879188586,-69.99532269265201,-69.99814311513875,-69.98709300914419
3856,72.80000000000001,-69.98525637262375,-69.99352577135905,-69.96120341090413,-69.99036443673265,-69.99622643601131,-69.97116298886267,-69.99533629249181,-69.998148466505,-69.98713063120644
3857,72.85000000000002,-69.98529849223331,-69.99354409364878,-69.96131494711861,-69.9903923443224,-69.99623719808889,-69.97124693854956,-69.99534985241405,-69.99815380216623,-69.98716814268234
3858,72.9,-69.98534048830187,-69.9935623621711,-69.96142615508947,-69.99042017000919,-69.99624792859359,-69.97133064167593,-69.99536337253609,-69.99815912216857,-69.9872055438976
3859,72.95000000000002,-69.98538236119259,-69.99358057708417,-69.96153703578777,-69.99044791403423,-69.99625862761816,-69.97141409896909,-69.99537685297491,-69.99816442655805,-69.98724283517696
3860,73.0,-69.98542411126758,-69.99359873854569,-69.96164759018168,-69.99047557663809,-69.99626929525508,-69.97149731115411,-69.99539029384721,-69.99816971538054,-69.98728001684421
3861,73.05000000000001,-69.98546573888784,-69.99361684671284,-69.96175781923645,-69.99050315806055,-69.99627993159655,-69.97158027895395,-69.99540369526927,-69.9981749886818,-69.98731708922217
3862,73.10000000000002,-69.98550724441336,-69.99363490174238,-69.96186772391442,-69.99053065854069,-69.99629053673452,-69.97166300308939,-69.99541705735709,-69.99818024650742,-69.98735405263272
3863,73.15,-69.98554862820299,-69.9936529037906,-69.96197730517508,-69.99055807831694,-69.99630111076064,-69.97174548427907,-69.99543038022628,-69.99818548890289,-69.98739090739679
3864,73.20000000000002,-69.98558989061459,-69.99367085301333,-69.96208656397502,-69.99058541762693,-69.99631165376633,-69.97182772323947,-69.99544366399215,-69.99819071591357,-69.98742765383433
3865,73.25,-69.98563103200492,-69.9936887495659,-69.96219550126797,-69.99061267670766,-69.9963221658427,-69.97190972068496,-69.99545690876963,-69.99819592758463,-69.98746429226438
3866,73.30000000000001,-69.98567205272967,-69.99370659360324,-69.9623041180048,-69.99063985579537,-69.9963326470806,-69.97199147732778,-69.99547011467334,-69.99820112396118,-69.98750082300502
3867,73.35000000000002,-69.98571295314353,-69.99372438527976,-69.96241241513354,-69.9906669551256,-69.99634309757063,-69.97207299387803,-69.99548328181756,-69.99820630508815,-69.98753724637339
3868,73.4,-69.9857537336001,-69.99374212474945,-69.96252039359935,-69.99069397493325,-69.99635351740311,-69.9721542710437,-69.9954964103162,-69.99821147101034,-69.98757356268571
3869,73.45000000000002,-69.98579439445194,-69.99375981216583,-69.9626280543446,-69.99072091545246,-69.99636390666807,-69.97223530953069,-69.9955095002829,-69.99821662177244,-69.98760977225723
3870,73.5,-69.98583493605057,-69.99377744768199,-69.96273539830884,-69.99074777691669,-69.99637426545533,-69.97231611004277,-69.9955225518309,-69.998221757419,-69.9876458754023
3871,73.55000000000001,-69.98587535874647,-69.99379503145052,-69.96284242642874,-69.9907745595587,-69.99638459385439,-69.97239667328164,-69.99553556507313,-69.99822687799443,-69.98768187243432
3872,73.60000000000002,-69.98591566288907,-69.9938125636236,-69.96294913963823,-69.99080126361058,-69.99639489195452,-69.97247699994689,-69.99554854012219,-69.99823198354301,-69.98771776366578
3873,73.65,-69.98595584882679,-69.99383004435295,-69.9630555388684,-69.99082788930372,-69.99640515984473,-69.97255709073602,-69.99556147709033,-69.99823707410889,-69.98775354940824
3874,73.70000000000002,-69.98599591690702,-69.9938474737898,-69.96316162504762,-69.99085443686879,-69.99641539761372,-69.97263694634448,-69.99557437608951,-69.99824214973609,-69.98778922997232
3875,73.75,-69.98603586747608,-69.993864852085,-69.96326778788848,-69.99088090653582,-69.99642560534998,-69.97271656746564,-69.99558723723132,-69.9982472104685,-69.98782480566776
3876,73.80000000000001,-69.98607570087933,-69.9938821793889,-69.96337443721272,-69.99090729853413,-69.99643578314173,-69.97279595479078,-69.99560006062704,-69.99825225634991,-69.98786027680335
3877,73.85000000000002,-69.98611541746104,-69.99389945585143,-69.96348077314555,-69.99093361309237,-69.99644593107692,-69.97287510900917,-69.99561284638762,-69.99825728742394,-69.98789564368698
3878,73.9,-69.9861550175645,-69.99391668162208,-69.9635867966115,-69.9909598504385,-69.99645604924322,-69.97295403080797,-69.99562559462365,-69.9982623037341,-69.98793090662565
3879,73.95000000000002,-69.986194501532,-69.99393385684986,-69.96369250853235,-69.9909860107998,-69.99646613772808,-69.97303272087235,-69.99563830544545,-69.99826730532375,-69.98796606592542
3880,74.0,-69.98623386970478,-69.99395098168338,-69.96379790982715,-69.9910120944029,-69.99647619661866,-69.97311117988541,-69.99565097896298,-69.99827229223615,-69.98800112189146
3881,74.05000000000001,-69.98627312242309,-69.9939680562708,-69.96390300141222,-69.99103810147373,-69.99648622600189,-69.97318940852821,-69.99566361528589,-69.99827726451443,-69.98803607482803
3882,74.10000000000002,-69.98631226002617,-69.99398508075983,-69.96400778420113,-69.99106403223757,-69.99649622596442,-69.97326740747982,-69.99567621452348,-69.99828222220157,-69.9880709250385
3883,74.15,-69.98635128285227,-69.99400205529776,-69.96411225910472,-69.991089886919,-69.99650619659268,-69.97334517741724,-69.99568877678477,-69.99828716534044,-69.98810567282534
3884,74.20000000000002,-69.98639019123863,-69.9940189800314,-69.96421642703118,-69.99111566574196,-69.99651613797279,-69.9734227190155,-69.99570130217842,-69.9982920939738,-69.98814031849014
3885,74.25,-69.98642898552146,-69.99403585510719,-69.9643202888859,-69.9911413689297,-69.99652605019067,-69.97350003294758,-69.99571379081279,-69.99829700814425,-69.98817486233357
3886,74.30000000000001,-69.98646766603603,-69.9940526806711,-69.96442384557166,-69.99116699670485,-69.99653593333194,-69.97357711988451,-69.99572624279591,-69.99830190789429,-69.98820930465543
3887,74.35000000000002,-69.98650623311661,-69.99406945686867,-69.9645270979885,-69.99119254928932,-69.996545787482,-69.97365398049527,-69.99573865823551,-69.99830679326627,-69.98824364575464
3888,74.4,-69.98654468709644,-69.99408618384501,-69.96463004703381,-69.99121802690442,-69.99655561272601,-69.97373061544687,-69.99575103723897,-69.99831166430243,-69.98827788592922
3889,74.45000000000002,-69.98658302830782,-69.9941028617448,-69.96473269360229,-69.99124342977075,-69.99656540914883,-69.97380702540435,-69.9957633799134,-69.99831652104491,-69.98831202547633
3890,74.5,-69.98662125708204,-69.99411949071232,-69.964835038586,-69.99126875810829,-69.99657517683511,-69.97388321103077,-69.99577568636555,-69.99832136353568,-69.98834606469224
3891,74.55000000000001,-69.98665937374942,-69.99413607089136,-69.96493708287431,-69.99129401213635,-69.99658491586924,-69.9739591729872,-69.99578795670186,-69.99832619181662,-69.98838000387232
3892,74.60000000000002,-69.9866973786393,-69.99415260242534,-69.965038827354,-69.9913191920736,-69.99659462633534,-69.97403491193275,-69.9958001910285,-69.99833100592946,-69.98841384331111
3893,74.65,-69.98673527208007,-69.99416908545726,-69.96514027290912,-69.99134429813806,-69.99660430831733,-69.97411042852457,-69.99581238945126,-69.99833580591583,-69.98844758330226
3894,74.70000000000002,-69.98677305439911,-69.99418552012963,-69.9652414204212,-69.99136933054709,-69.99661396189883,-69.97418572341786,-69.99582455207567,-69.99834059181723,-69.98848122413855
3895,74.75,-69.98681072592287,-69.99420190658462,-69.96534227076906,-69.99139428951742,-69.99662358716326,-69.97426079726587,-69.99583667900694,-69.99834536367503,-69.9885147661119
3896,74.80000000000001,-69.98684828697681,-69.99421824496392,-69.96544282482894,-69.99141917526512,-69.99663318419375,-69.97433565071992,-69.99584877034995,-69.99835012153049,-69.98854820951337
3897,74.85000000000002,-69.98688573788543,-69.99423453540882,-69.96554308347447,-69.99144398800563,-69.99664275307322,-69.97441028442937,-69.9958608262093,-69.99835486542474,-69.98858155463314
3898,74.9,-69.98692307897228,-69.99425077806022,-69.9656430475767,-69.99146872795376,-69.99665229388434,-69.97448469904165,-69.99587284668924,-69.9983595953988,-69.98861480176056
3899,74.95000000000002,-69.98696031055995,-69.99426697305857,-69.96574271800407,-69.99149339532364,-69.9966618067095,-69.9745588952023,-69.99588483189375,-69.99836431149355,-69.98864795118412
3900,75.0,-69.9869974329701,-69.99428312054391,-69.96584209562242,-69.99151799032884,-69.9966712916309,-69.97463287355492,-69.99589678192649,-69.99836901374975,-69.98868100319143
3901,75.05000000000001,-69.98703444652338,-69.99429922065588,-69.96594118129504,-69.99154251318222,-69.99668074873047,-69.97470645339209,-69.99590869689082,-69.99837370220807,-69.9887139580693
3902,75.10000000000002,-69.98707135153957,-69.99431527353366,-69.96603997588265,-69.99156696409605,-69.99669017808989,-69.97477907382662,-69.99592057688979,-69.99837837690903,-69.98874681610364
3903,75.15,-69.98710814833744,-69.9943312793161,-69.9661384802434,-69.99159134328197,-69.99669957979063,-69.97485148060287,-69.99593242202613,-69.99838303789305,-69.98877957757956
3904,75.20000000000002,-69.98714483723487,-69.99434723814157,-69.9662366952329,-69.99161565095096,-69.99670895391388,-69.97492367435255,-69.9959442324023,-69.99838768520041,-69.98881224278131
3905,75.25,-69.98718141854873,-69.99436315014806,-69.9663346217042,-69.99163988731341,-69.99671830054062,-69.97499565570556,-69.99595600812043,-69.9983923188713,-69.98884481199228
3906,75.30000000000001,-69.98721789259504,-69.99437901547314,-69.96643226050786,-69.99166405257907,-69.9967276197516,-69.97506742528984,-69.99596774928237,-69.99839693894576,-69.98887728549505
3907,75.35000000000002,-69.98725425968884,-69.99439483425401,-69.96652961249183,-69.99168814695707,-69.99673691162728,-69.9751389837315,-69.99597945598967,-69.99840154546374,-69.98890966357135
3908,75.4,-69.98729052014423,-69.9944106066274,-69.9666266785016,-69.99171217065594,-69.99674617624795,-69.97521033165476,-69.99599112834355,-69.99840613846503,-69.9889419465021
3909,75.45000000000002,-69.98732667427441,-69.99442633272969,-69.96672345938013,-69.99173612388354,-69.99675541369362,-69.97528146968197,-69.99600276644496,-69.99841071798936,-69.98897413456736
3910,75.5,-69.98736272239164,-69.99444201269684,-69.9668199559679,-69.99176000684717,-69.99676462404408,-69.97535239843363,-69.99601437039455,-69.9984152840763,-69.98900622804638
3911,75.55000000000001,-69.98739866480726,-69.99445764666439,-69.96691616910284,-69.99178381975348,-69.99677380737887,-69.97542311852834,-69.99602594029267,-69.99841983676534,-69.98903822721759
3912,75.60000000000002,-69.9874345018317,-69.9944732347675,-69.96701209962042,-69.99180756280852,-69.99678296377732,-69.9754936305829,-69.99603747623937,-69.9984243760958,-69.98907013235859
3913,75.65,-69.98747023377446,-69.99448877714093,-69.96710774835364,-69.99183123621772,-69.9967920933185,-69.97556393521225,-69.9960489783344,-69.99842890210694,-69.98910194374615
3914,75.70000000000002,-69.98750586094414,-69.99450427391905,-69.96720311613299,-69.99185484018591,-69.99680119608128,-69.97563403302946,-69.99606044667723,-69.99843341483786,-69.98913366165624
3915,75.75,-69.9875413836484,-69.9945197252358,-69.96729820378653,-69.99187837491732,-69.99681027214426,-69.9757039246458,-69.99607188136704,-69.9984379143276,-69.98916528636401
3916,75.80000000000001,-69.98757680219403,-69.99453513122477,-69.96739301213982,-69.99190184061557,-69.99681932158583,-69.97577361067069,-69.99608328250271,-69.998442400615,-69.9891968181438
3917,75.85000000000002,-69.98761211688688,-69.9945504920191,-69.967487542016,-69.99192523748366,-69.99682834448414,-69.97584309171174,-69.99609465018281,-69.99844687373889,-69.98922825726913
3918,75.9,-69.98764732803193,-69.99456580775158,-69.96758179423576,-69.99194856572399,-69.99683734091712,-69.97591236837474,-69.99610598450565,-69.99845133373789,-69.98925960401272
3919,75.95000000000002,-69.98768243593324,-69.9945810785546,-69.96767576961732,-69.9919718255384,-69.99684631096248,-69.97598144126364,-69.99611728556923,-69.99845578065056,-69.98929085864648
3920,76.0,-69.98771744089397,-69.99459630456015,-69.9677694689765,-69.99199501712808,-69.99685525469766,-69.97605031098065,-69.99612855347127,-69.99846021451535,-69.98932202144152
3921,76.05000000000001,-69.9877523432164,-69.99461148589984,-69.9678628931267,-69.99201814069366,-69.9968641721999,-69.97611897812612,-69.9961397883092,-69.99846463537055,-69.98935309266815
3922,76.10000000000002,-69.9877871432019,-69.99462662270487,-69.96795604287891,-69.99204119643515,-69.99687306354625,-69.97618744329861,-69.99615099018015,-69.9984690432544,-69.9893840725959
3923,76.15,-69.98782184115096,-69.99464171510608,-69.96804891904165,-69.99206418455198,-69.99688192881345,-69.97625570709492,-69.99616215918101,-69.99847343820498,-69.98941496149345
3924,76.20000000000002,-69.98785643736319,-69.99465676323392,-69.96814152242112,-69.992087105243,-69.99689076807807,-69.97632377011004,-69.99617329540833,-69.99847782026026,-69.98944575962875
3925,76.25,-69.9878909321373,-69.99467176721842,-69.96823385382108,-69.99210995870645,-69.99689958141646,-69.9763916329372,-69.99618439895839,-69.99848218945813,-69.98947646726891
3926,76.30000000000001,-69.98792532577114,-69.99468672718926,-69.96832591404291,-69.99213274514,-69.9969083689047,-69.97645929616783,-69.99619546992722,-69.99848654583634,-69.9895070846803
3927,76.35000000000002,-69.98795961856165,-69.99470164327575,-69.9684177038856,-69.99215546474072,-69.99691713061868,-69.97652676039162,-69.99620650841051,-69.99849088943256,-69.98953761212844
3928,76.4,-69.98799381080492,-69.99471651560677,-69.9685092241458,-69.9921781177051,-69.99692586663409,-69.97659402619648,-69.99621751450373,-69.99849522028431,-69.98956804987813
3929,76.45000000000002,-69.98802790279618,-69.99473134431085,-69.96860047561778,-69.99220070422905,-69.99693457702634,-69.97666109416858,-69.99622848830201,-69.99849953842902,-69.98959839819335
3930,76.5,-69.98806189482973,-69.99474612951616,-69.96869145909342,-69.99222322450791,-69.99694326187064,-69.9767279648923,-69.99623942990024,-69.99850384390399,-69.9896286573373
3931,76.55000000000001,-69.98809578719906,-69.99476087135044,-69.9687821753623,-69.99224567873642,-69.996951921242,-69.97679463895034,-69.99625033939301,-69.99850813674645,-69.98965882757244
3932,76.60000000000002,-69.98812958019676,-69.9947755699411,-69.96887262521162,-69.99226806710878,-69.99696055521518,-69.97686111692359,-69.99626121687466,-69.99851241699349,-69.9896889091604
3933,76.65,-69.98816327411458,-69.99479022541513,-69.96896280942626,-69.99229038981856,-69.99696916386475,-69.97692739939126,-69.9962720624392,-69.9985166846821,-69.98971890236209
3934,76.70000000000002,-69.98819686924341,-69.99480483789921,-69.96905272878875,-69.99231264705882,-69.99697774726503,-69.97699348693078,-69.99628287618042,-69.99852093984917,-69.9897488074376
3935,76.75,-69.98823036587326,-69.99481940751957,-69.96914238407933,-69.99233483902199,-69.99698630549014,-69.97705938011791,-69.99629365819179,-69.99852518253145,-69.98977862464632
3936,76.80000000000001,-69.9882637642933,-69.99483393440214,-69.9692317760759,-69.99235696589997,-69.99699483861397,-69.97712507952663,-69.99630440856653,-69.99852941276562,-69.98980835424679
3937,76.85000000000002,-69.98829706479184,-69.99484841867242,-69.96932090555407,-69.99237902788407,-69.99700334671022,-69.97719058572925,-69.99631512739758,-69.99853363058823,-69.98983799649685
3938,76.9,-69.98833026765634,-69.99486286045556,-69.96940977328711,-69.99240102516504,-69.99701182985231,-69.97725589929635,-69.9963258147776,-69.99853783603571,-69.98986755165356
3939,76.95000000000002,-69.98836337317341,-69.99487725987633,-69.96949838004605,-69.99242295793307,-69.99702028811352,-69.97732102079684,-69.996336470799,-69.99854202914442,-69.98989701997321
3940,77.0,-69.98839638162885,-69.99489161705918,-69.96958672659959,-69.9924448263778,-69.99702872156688,-69.97738595079788,-69.99634709555387,-69.99854620995059,-69.98992640171136
3941,77.05000000000001,-69.98842929330755,-69.99490593212813,-69.96967481371415,-69.99246663068828,-69.99703713028518,-69.97745068986498,-69.99635768913407,-69.99855037849035,-69.98995569712278
3942,77.10000000000002,-69.98846210849361,-69.99492020520687,-69.9697626421539,-69.99248837105301,-69.99704551434105,-69.97751523856192,-69.99636825163118,-69.99855453479971,-69.98998490646152
3943,77.15,-69.98849482747028,-69.99493443641872,-69.96985021268074,-69.99251004765995,-69.99705387380686,-69.97757959745084,-69.9963787831365,-69.99855867891459,-69.99001402998086
3944,77.20000000000002,-69.98852745051998,-69.99494862588662,-69.96993752605428,-69.99253166069647,-69.99706220875478,-69.97764376709218,-69.9963892837411,-69.9985628108708,-69.99004306793334
3945,77.25,-69.98855997792428,-69.99496277373316,-69.97002458303193,-69.99255321034941,-69.99707051925678,-69.97770774804471,-69.9963997535357,-69.99856693070403,-69.99007202057076
3946,77.30000000000001,-69.98859240996394,-69.99497688008059,-69.97011138436879,-69.99257469680508,-69.99707880538462,-69.97777154086553,-69.99641019261082,-69.99857103844988,-69.99010088814417
3947,77.35000000000002,-69.98862474691887,-69.99499094505076,-69.97019793081776,-69.99259612024917,-69.9970870672098,-69.9778351461101,-69.99642060105673,-69.99857513414385,-69.99012967090387
3948,77.4,-69.98865698906819,-69.99500496876517,-69.9702842231295,-69.9926174808669,-69.9970953048037,-69.97789856433218,-69.99643097896336,-69.99857921782133,-69.99015836909945
3949,77.45000000000002,-69.98868913669016,-69.99501895134497,-69.97037026205244,-69.99263877884287,-69.9971035182374,-69.97796179608392,-69.99644132642044,-69.9985832895176,-69.99018698297972
3950,77.5,-69.98872119006224,-69.99503289291098,-69.97045604833279,-69.99266001436119,-69.99711170758182,-69.9780248419158,-69.99645164351739,-69.99858734926784,-69.9902155127928
3951,77.55000000000001,-69.98875314946106,-69.99504679358361,-69.97054158271455,-69.99268118760541,-69.99711987290767,-69.97808770237665,-69.9964619303434,-69.99859139710713,-69.99024395878605
3952,77.60000000000002,-69.98878501516245,-69.99506065348295,-69.97062686593951,-69.99270229875852,-69.99712801428544,-69.9781503780137,-69.99647218698739,-69.99859543307045,-69.99027232120612
3953,77.65,-69.98881678744141,-69.99507447272872,-69.97071189874725,-69.99272334800297,-69.9971361317854,-69.97821286937248,-69.996482413538,-69.99859945719265,-69.99030060029891
3954,77.70000000000002,-69.98884846657215,-69.99508825144028,-69.9707966818752,-69.99274433552068,-69.99714422547764,-69.97827517699699,-69.99649261008365,-69.99860346950852,-69.9903287963096
3955,77.75,-69.98888005282805,-69.99510198973667,-69.97088121605854,-69.99276526149306,-69.99715229543202,-69.97833730142952,-69.99650277671245,-69.99860747005272,-69.99035690948266
3956,77.80000000000001,-69.98891154648169,-69.99511568773656,-69.97096550203032,-69.99278612610094,-69.99716034171821,-69.9783992432108,-69.99651291351228,-69.9986114588598,-69.99038494006183
3957,77.85000000000002,-69.98894294780486,-69.99512934555827,-69.9710495405214,-69.99280692952462,-69.99716836440568,-69.97846100287991,-69.99652302057075,-69.99861543596423,-69.99041288829014
3958,77.9,-69.98897425706852,-69.99514296331976,-69.97113333226046,-69.99282767194389,-69.99717636356368,-69.97852258097434,-69.99653309797522,-69.99861940140038,-69.99044075440987
3959,77.95000000000002,-69.98900547454288,-69.99515654113867,-69.97121687797406,-69.99284835353798,-69.99718433926128,-69.97858397802999,-69.99654314581278,-69.9986233552025,-69.99046853866264
3960,78.0,-69.9890366004973,-69.99517007913227,-69.97130017838654,-69.99286897448563,-69.9971922915673,-69.97864519458113,-69.99655316417028,-69.99862729740474,-69.99049624128929
3961,78.05000000000001,-69.9890676352004,-69.99518357741748,-69.97138323422016,-69.99288953496502,-69.9972002205504,-69.97870623116047,-69.9965631531343,-69.99863122804118,-69.99052386253001
3962,78.10000000000002,-69.98909857891995,-69.9951970361109,-69.97146604619499,-69.9929100351538,-69.99720812627903,-69.97876708829912,-69.9965731127912,-69.99863514714575,-69.99055140262425
3963,78.15,-69.98912943192298,-69.99521045532876,-69.971548615029,-69.99293047522912,-69.99721600882143,-69.97882776652659,-69.99658304322702,-69.99863905475233,-69.99057886181076
3964,78.20000000000002,-69.9891601944757,-69.99522383518696,-69.97163094143801,-69.99295085536758,-69.99722386824564,-69.97888826637084,-69.9965929445276,-69.99864295089468,-69.9906062403276
3965,78.25,-69.98919086684356,-69.99523717580107,-69.97171302613573,-69.99297117574528,-69.99723170461951,-69.97894858835825,-69.99660281677852,-69.99864683560644,-69.99063353841208
3966,78.30000000000001,-69.9892214492912,-69.99525047728629,-69.97179486983376,-69.9929914365378,-69.99723951801067,-69.97900873301361,-69.99661266006508,-69.99865070892119,-69.99066075630087
3967,78.35000000000002,-69.98925194208252,-69.99526373975752,-69.97187647324157,-69.99301163792018,-69.99724730848658,-69.9790687008602,-69.99662247447237,-69.99865457087238,-69.99068789422991
3968,78.4,-69.9892823454806,-69.99527696332929,-69.97195783706654,-69.99303178006694,-69.99725507611448,-69.97912849241966,-69.9966322600852,-69.99865842149337,-69.99071495243444
3969,78.45000000000002,-69.98931265974778,-69.9952901481158,-69.97203896201395,-69.99305186315213,-69.99726282096141,-69.97918810821214,-69.99664201698815,-69.99866226081744,-69.99074193114903
3970,78.5,-69.9893428851456,-69.9953032942309,-69.97211984878703,-69.99307188734923,-69.99727054309423,-69.97924754875622,-69.99665174526551,-69.99866608887774,-69.99076883060754
3971,78.55000000000001,-69.98937302193487,-69.99531640178814,-69.97220049808685,-69.99309185283123,-69.9972782425796,-69.97930681456894,-69.99666144500137,-69.99866990570735,-69.99079565104311
3972,78.60000000000002,-69.98940307037556,-69.99532947090071,-69.97228091061245,-69.99311175977061,-69.99728591948397,-69.9793659061658,-69.99667111627954,-69.99867371133922,-69.99082239268827
3973,78.65,-69.98943303072694,-69.99534250168146,-69.97236108706082,-69.99313160833937,-69.9972935738736,-69.97942482406074,-69.99668075918362,-69.99867750580626,-69.9908490557748
3974,78.70000000000002,-69.98946290324751,-69.99535549424294,-69.97244102812682,-69.99315139870895,-69.99730120581457,-69.97948356876621,-69.99669037379692,-69.99868128914122,-69.99087564053382
3975,78.75,-69.98949268819497,-69.99536844869732,-69.97252073450332,-69.9931711310503,-69.99730881537273,-69.97954214079313,-69.99669996020253,-69.99868506137679,-69.99090214719575
3976,78.80000000000001,-69.98952238582629,-69.99538136515649,-69.9726002068811,-69.99319080553389,-69.99731640261378,-69.97960054065085,-69.9967095184833,-69.99868882254556,-69.99092857599037
3977,78.85000000000002,-69.98955199639768,-69.99539424373197,-69.97267944594888,-69.99321042232964,-69.9973239676032,-69.97965876884727,-69.99671904872183,-69.99869257268001,-69.99095492714673
3978,78.9,-69.98958152016459,-69.99540708453497,-69.97275845239339,-69.99322998160702,-69.99733151040628,-69.97971682588873,-69.99672855100046,-69.99869631181255,-69.99098120089324
3979,78.95000000000002,-69.98961095738171,-69.99541988767639,-69.97283722689929,-69.99324948353497,-69.99733903108813,-69.97977471228008,-69.9967380254013,-69.99870003997547,-69.99100739745764
3980,79.0,-69.98964030830301,-69.99543265326676,-69.9729157701492,-69.99326892828194,-69.99734652971367,-69.97983242852466,-69.99674747200623,-69.99870375720097,-69.99103351706697
3981,79.05000000000001,-69.98966957318169,-69.99544538141632,-69.97299408282375,-69.99328831601586,-69.99735400634759,-69.97988997512434,-69.99675689089689,-69.99870746352117,-69.99105955994762
3982,79.10000000000002,-69.9896987522702,-69.99545807223497,-69.97307216560155,-69.9933076469042,-69.99736146105444,-69.97994735257944,-69.99676628215464,-69.99871115896808,-69.99108552632529
3983,79.15,-69.98972784582024,-69.99547072583228,-69.97315001915919,-69.99332692111392,-69.99736889389857,-69.98000456138887,-69.99677564586065,-69.99871484357361,-69.99111141642507
3984,79.20000000000002,-69.9897568540828,-69.99548334231751,-69.97322764417125,-69.99334613881148,-69.9973763049441,-69.98006160204997,-69.99678498209582,-69.99871851736958,-69.99113723047132
3985,79.25,-69.98978577730811,-69.99549592179962,-69.97330504131033,-69.99336530016284,-69.997383694255,-69.98011847505867,-69.99679429094083,-69.99872218038774,-69.99116296868777
3986,79.30000000000001,-69.98981461574567,-69.99550846438719,-69.97338221124701,-69.9933844053335,-69.99739106189507,-69.98017518090938,-69.99680357247611,-69.99872583265974,-69.99118863129749
3987,79.35000000000002,-69.98984336964423,-69.99552097018854,-69.97345915464993,-69.99340345448846,-69.99739840792786,-69.98023172009506,-69.99681282678186,-69.99872947421711,-69.99121421852288
3988,79.4,-69.98987203925182,-69.99553343931161,-69.97353587218572,-69.99342244779221,-69.9974057324168,-69.9802880931072,-69.99682205393805,-69.9987331050913,-69.99123973058572
