,AePSD (um^2),[Ca2+]_{max} (uM),SiS (0) or DiS (1)
200,0.110468,0.2581531517838186,0.0
201,0.0502925,0.19960256542629237,0.0
202,0.0530938,0.2306849583955138,0.0
203,0.0573952,0.2710180923197051,0.0
204,0.0324926,0.19511477532240593,0.0
205,0.0907753,0.3536173057879254,0.0
206,0.406189,0.5570277890053233,0.0
207,0.405484,0.5992325972248849,0.0
208,0.347904,0.6674165377276525,0.0
209,0.105572,0.3176476913658751,0.0
210,0.401304,0.5100829073596769,0.0
211,0.332628,0.3979183325323351,0.0
212,0.0834667,0.32890426981551635,0.0
213,0.119421,0.2957821307009615,0.0
214,0.131878,0.41407135145654095,0.0
215,0.135945,0.3169958970493094,0.0
216,0.0463833,0.2619991767656029,0.0
217,0.307609,0.5126179393319712,0.0
218,0.196009,0.3768070224606199,0.0
219,0.0720813,0.3014619824257191,0.0
220,0.0150666,0.12921140510193302,0.0
221,0.0464879,0.22581314176300063,0.0
222,0.13275700000000001,0.3507612479431229,0.0
223,0.233385,0.45362834377535854,0.0
224,0.0330145,0.2150754261264969,0.0
225,0.277611,0.500242308596378,0.0
226,0.267572,0.36265116051811175,0.0
227,0.226936,0.4214039651851289,0.0
228,0.0505869,0.35689571151657407,0.0
229,0.085985,0.3213659917389293,0.0
230,0.0243583,0.12590587616974638,0.0
231,0.0509996,0.29432090473331907,0.0
232,0.0531234,0.23472268724097553,0.0
233,0.193279,0.458480524214541,0.0
234,0.0632076,0.5192370992848685,0.0
235,0.162192,0.31177436338733155,0.0
236,0.388029,0.7995797764571932,0.0
237,0.0212,0.20233526272420285,0.0
238,0.0431536,0.2545492927453492,0.0
239,0.277637,0.3969439127301142,0.0
240,0.0902675,0.5271163076209927,0.0
241,0.0900165,0.2536575132164214,0.0
242,0.046491,0.2556765698661433,0.0
243,0.0374292,0.24423212443232759,0.0
244,0.0836539,0.23084797209284844,0.0
245,0.100223,0.4234178426823403,0.0
246,0.420864,0.5365994128056133,0.0
247,0.0250055,0.17245744167309765,0.0
248,0.0581222,0.6124699472118279,0.0
249,0.0438766,0.31496719996733347,0.0
250,0.037437,0.34063680704453525,0.0
251,0.0881906,0.2684052419081626,0.0
252,0.160618,0.3786333687400111,0.0
253,0.172653,0.25972204708334556,0.0
254,0.193129,0.369826754293208,0.0
255,0.106131,0.26355110193894005,0.0
256,0.01694,0.09944760225040458,0.0
257,0.0262258,0.2445122801069731,0.0
258,0.0175801,0.25209402747675513,0.0
259,0.0805202,0.21728351516014452,0.0
260,0.0415862,0.21193852328718812,0.0
261,0.108745,0.3770475876910776,0.0
262,0.0294482,0.2371640442377839,0.0
263,0.045664,0.3469140907019388,0.0
264,0.0180544,0.21317821184735739,0.0
265,0.150873,0.3565969480597183,0.0
266,0.0211679,0.2603663298946566,0.0
267,0.334834,3.498875832276311,0.0
268,0.0163428,0.1814304429556133,0.0
269,0.0956391,0.24578987242851238,0.0
270,0.120458,0.4200448019272409,0.0
271,0.0850514,0.40014228673811214,0.0
272,0.197262,0.3657640669252076,0.0
273,0.0587601,0.27105474208036273,0.0
274,0.120066,0.42609743024301017,0.0
275,0.101647,0.4876552217676615,0.0
276,0.11481,0.18799879404069156,0.0
277,0.0928768,0.36547106331269896,0.0
278,0.15723,0.33080411972080637,0.0
279,0.0753834,0.390791916513026,0.0
280,0.339622,0.5261581320826421,0.0
281,0.0449639,0.24571538655898315,0.0
282,0.0323942,0.1936245077780803,0.0
283,0.324411,0.534321814465264,0.0
284,0.0356286,0.22319821173052803,0.0
285,0.04929,0.27908163677669484,0.0
286,0.0475404,0.23790552162603015,0.0
287,0.110291,0.4389896499219472,0.0
288,0.285158,0.3811048647582108,0.0
289,0.275482,0.5619685303998787,0.0
290,0.0627834,0.28656583896598686,0.0
291,0.036387,0.23804819983786038,0.0
292,0.183433,0.44452665725879414,0.0
293,0.128974,0.38806942208348183,0.0
294,0.0699107,0.24982950196900874,0.0
295,0.125573,0.2458617471429642,0.0
296,0.106473,0.254463068967418,0.0
297,0.126205,0.3589451796460972,0.0
298,0.161806,0.38272770933121203,0.0
299,0.046949,0.1933147986501538,0.0
300,0.0180024,0.11794558264126745,0.0
301,0.166317,0.34475138203252176,0.0
302,0.0400304,0.20416541948950986,0.0
303,0.0717301,0.2660104300344164,0.0
304,0.0459995,0.17499797763387034,0.0
305,0.0463877,0.21428891905252154,0.0
306,0.0648551,0.1903674709989656,0.0
307,0.204009,0.3592106929841007,0.0
308,0.0509669,0.1923020251498089,0.0
309,0.0291198,0.19990040992484412,0.0
310,0.0514708,0.24145531307481363,0.0
311,0.0455053,0.17287561992276076,0.0
312,0.0550644,0.1862243612259489,0.0
313,0.269007,0.49929964238990576,0.0
314,0.0757682,0.3231708992860898,0.0
315,0.0923626,0.3673471872748567,0.0
316,0.028936,0.2356690799003955,0.0
317,0.0944794,0.45417753544964057,0.0
318,0.0883297,0.41867136578592923,0.0
319,0.142201,0.6675499698986316,0.0
320,0.116658,0.4192881277337742,0.0
321,0.0819418,0.4342871568116915,0.0
322,0.0995238,0.4204800126854962,0.0
323,0.0540483,0.20902352522898374,0.0
324,0.0940115,0.3362836362583643,0.0
325,0.0563965,0.32897305149674616,0.0
326,0.183467,0.42596801012145136,0.0
327,0.122915,0.335292816944062,0.0
328,0.0675234,0.3246676379593024,0.0
329,0.0969969,0.5010078998633966,0.0
330,0.120793,0.3739269793401794,0.0
331,0.222091,0.43240749412316315,0.0
332,0.147094,0.37638005537120045,0.0
333,0.112825,0.3684934072791851,0.0
334,0.0736877,0.31866949888303575,0.0
335,0.0314075,0.21556995385511404,0.0
336,0.359636,0.9916654278538642,0.0
337,0.0866458,0.31543963071827585,0.0
338,0.135009,0.39157636265819695,0.0
339,0.0952263,0.39379035262086237,0.0
340,0.0563441,0.2209681756894805,0.0
341,0.0803908,0.27148054871070293,0.0
342,0.255762,0.4992498424228363,0.0
343,0.175616,0.46920572011598405,0.0
344,0.123396,0.5568573110735925,0.0
345,0.130432,0.42083503510533304,0.0
346,0.096327,0.3124082057509139,0.0
347,0.0395413,0.250861501005335,0.0
348,0.0374441,0.3026403901161011,0.0
349,0.26147,0.46124118128464475,1.0
350,0.136894,0.40890035867596775,1.0
351,0.234915,0.33991424731067266,1.0
352,0.183864,0.4204965183078585,1.0
353,0.147431,0.6893965696470478,1.0
354,0.273928,0.7011303858763813,1.0
355,0.0300835,0.223092362786158,1.0
356,0.35062,0.8163275063314461,1.0
357,0.403947,0.997169305541827,1.0
358,0.0961558,0.3094243089536157,1.0
359,0.158948,0.49055494025365953,1.0
360,0.0614107,0.2594957916272278,1.0
361,0.431676,0.7971360278934676,1.0
362,0.280778,0.6003034090803271,1.0
363,0.146706,0.5124078539527307,1.0
364,0.234196,0.6814125047423775,1.0
365,0.386419,0.6094717338803736,1.0
366,0.456655,1.1023980147265695,1.0
367,0.208289,0.3679563210732978,1.0
368,0.336955,0.8636264840171332,1.0
369,0.623959,1.101308337969119,1.0
370,0.192163,0.5869884685407114,1.0
371,0.188325,0.4606315223014843,1.0
372,0.19466,0.4478798769943402,1.0
373,0.0742922,0.4883861029019073,1.0
374,0.277758,0.4644195125060461,1.0
375,0.0539638,0.2701206449516389,1.0
376,0.55334,9.584673591529352,1.0
377,0.11227,0.3549497823518988,1.0
378,0.115198,0.3207037245790495,1.0
379,0.317266,0.37709192055754215,1.0
380,0.178114,0.48722862898872177,1.0
381,0.159579,0.3779153449021536,1.0
382,0.0687774,0.29485616829567485,1.0
383,0.0981724,0.3726017631971744,1.0
