1.194443914855475896e+03 1.113514768230436403e+03 5.102443916478661663e+02
1.188743584391033892e+03 1.109182676426875787e+03 5.051837943399272035e+02
1.183010786239500476e+03 1.105063562386277908e+03 4.999668622250643466e+02
1.177253840841853162e+03 1.101102846646259195e+03 4.946336589681177429e+02
1.171496895444205848e+03 1.097142130906240482e+03 4.893004557111712529e+02
1.165739950046558533e+03 1.093181415166221768e+03 4.839672524542247629e+02
1.159983004648911219e+03 1.089220699426202827e+03 4.786340491972781592e+02
1.154226059251264132e+03 1.085259983686184114e+03 4.733008459403314987e+02
1.148469113853617046e+03 1.081299267946165173e+03 4.679676426833849519e+02
1.142712168455969731e+03 1.077338552206146005e+03 4.626344394264382345e+02
1.136955223058322417e+03 1.073377836466127292e+03 4.573012361694916876e+02
1.131198277660675330e+03 1.069417120726109033e+03 4.519680329125450839e+02
1.125441332263028471e+03 1.065456404986089865e+03 4.466348296555985371e+02
1.119684386865380702e+03 1.061495689246071606e+03 4.413016263986517629e+02
1.113927441467733388e+03 1.057534973506052893e+03 4.359684231417053297e+02
1.108170496070085846e+03 1.053574257766034179e+03 4.306352198847587829e+02
1.102413550672438532e+03 1.049613542026015011e+03 4.253020166278121792e+02
1.096656605274791218e+03 1.045652826285996071e+03 4.199688133708656324e+02
1.090899659877144586e+03 1.041692110545976902e+03 4.146356101139190287e+02
1.085142714479497272e+03 1.037731394805957734e+03 4.093024068569724250e+02
1.079385769081849958e+03 1.033770679065938793e+03 4.039692036000258781e+02
1.073628823684202416e+03 1.029809963325919625e+03 3.986360003430792744e+02
1.067871878286555102e+03 1.025849247585901367e+03 3.933027970861327276e+02
1.062114932888907788e+03 1.021888531845882198e+03 3.879695938291861239e+02
1.056357987491260474e+03 1.017927816105863940e+03 3.826363905722395202e+02
1.050601042093613160e+03 1.013967100365844772e+03 3.773031873152929734e+02
1.044844096695966527e+03 1.010006384625825717e+03 3.719699840583463697e+02
1.039087151298318304e+03 1.006045668885806663e+03 3.666367808013998228e+02
1.033330205900670308e+03 1.002084953145788290e+03 3.613035775444532192e+02
1.027573260503022993e+03 9.981242374057699180e+02 3.559703742875066155e+02
1.021816315105375566e+03 9.941635216657508636e+02 3.506371710305600686e+02
1.016059369707727456e+03 9.902028059257324912e+02 3.453039677736134649e+02
1.010302424310080823e+03 9.862420901857142326e+02 3.399707645166669181e+02
1.004545478912434191e+03 9.822813744456958602e+02 3.346375612597203144e+02
9.987885335147875594e+02 9.783206587056760100e+02 3.293043580027737107e+02
9.930315881171409274e+02 9.743599429656576376e+02 3.239711547458271639e+02
9.872746427194942953e+02 9.703992272256393790e+02 3.186379514888809581e+02
9.815176973218476633e+02 9.664385114856195287e+02 3.133047482319343544e+02
9.757607519241995533e+02 9.624777957455996784e+02 3.079715449749881486e+02
9.700038065265514433e+02 9.585170800055814198e+02 3.026383417180412039e+02
9.642468611289034470e+02 9.545563642655630474e+02 2.973051384610946002e+02
9.584899157312553371e+02 9.505956485255431971e+02 2.919719352041480533e+02
9.527329703336072271e+02 9.466349327855248248e+02 2.866387319472014497e+02
9.469760249359605950e+02 9.426742170455065661e+02 2.813055286902548460e+02
9.412190795383139630e+02 9.387135013054881938e+02 2.759723254333082991e+02
9.354621341406673309e+02 9.347527855654683435e+02 2.706391221763616954e+02
9.297051887430206989e+02 9.307920698254499712e+02 2.653059189194151486e+02
9.239482433453740668e+02 9.268313540854317125e+02 2.599727156624685449e+02
9.181912979477274348e+02 9.228706383454133402e+02 2.546395124055219696e+02
9.124343525500808028e+02 9.189099226053934899e+02 2.493063091485753944e+02
9.066774071524326928e+02 9.149492068653751176e+02 2.439731058916287907e+02
9.009204617547845828e+02 9.109884911253568589e+02 2.386399026346822154e+02
8.951635163571365865e+02 9.070277753853384866e+02 2.333066993777356402e+02
8.894065709594884765e+02 9.030670596453186363e+02 2.279734961207890649e+02
8.836496255618403666e+02 8.991063439053002639e+02 2.226402928638424896e+02
8.778926801641937345e+02 8.951456281652820053e+02 2.173070896068958859e+02
8.721357347665471025e+02 8.911849124252636329e+02 2.119738863499493107e+02
8.663787893689004704e+02 8.872241966852437827e+02 2.066406830930027354e+02
8.606218439712538384e+02 8.832634809452254103e+02 2.013074798360561601e+02
