2.118961099659321462e+03 3.135036261008818201e+03 2.313406998080094468e+02 4.258868453752726055e+03 6.322800204806857209e+02 3.580150325520833121e+03 2.350961691623263960e+03
1.898162189467255985e+03 2.813076143581933593e+03 2.160025055786775283e+02 3.712852648397391931e+03 6.367244765337775334e+02 3.580134110753676396e+03 2.338001683134191353e+03
1.938044811964636210e+03 2.571979964278822990e+03 1.980673685206950552e+02 3.121878518200412600e+03 6.395193445542279278e+02 3.580520309627757342e+03 2.332024273322610497e+03
1.927635861533829257e+03 2.722309990142868628e+03 2.100090294299231743e+02 3.509668288129462780e+03 6.463526903517703204e+02 3.580530837038730169e+03 2.331727219601894831e+03
1.943298033703732244e+03 2.575288408778998473e+03 2.020312946860132968e+02 3.248085329097880276e+03 6.498513969333693012e+02 3.578562393363864885e+03 2.328295741289511625e+03
1.901999346504175264e+03 2.445122294455871270e+03 1.936818518451530053e+02 2.985162612608554809e+03 6.541285026041666697e+02 3.576972324218750146e+03 2.325652942708333285e+03
1.780391953517628735e+03 2.215215862725887746e+03 1.810130565518900028e+02 2.607413679556563693e+03 6.586642531174879878e+02 3.574676025390625000e+03 2.323836609825721098e+03
1.619305653796293200e+03 2.263424903340324818e+03 1.965613378461768548e+02 3.074583801605405370e+03 6.630094498697916379e+02 3.573376272786458230e+03 2.321087203776041861e+03
1.507023342710457655e+03 2.888778716491040541e+03 2.637779132138124396e+02 5.536903982437714149e+03 6.665382271902901721e+02 3.569861600167410870e+03 2.318747827148437409e+03
1.588723910453116332e+03 3.018359633020386354e+03 2.682395219738223204e+02 5.725793338175706594e+03 6.711273056833367718e+02 3.568086666709498331e+03 2.316648501747532919e+03
1.712653175445308534e+03 2.927708436305712439e+03 2.508518638496635447e+02 5.007544304394933533e+03 6.748338416954139802e+02 3.565603410993303442e+03 2.313846324573863512e+03
1.691190010286797133e+03 2.651916630957298821e+03 2.213223559390482365e+02 3.897989860528134159e+03 6.801620982776988740e+02 3.563392228560014246e+03 2.313036920720880516e+03
1.579945145402706430e+03 2.606175403875578468e+03 2.175805135703377573e+02 3.767299353039661582e+03 6.845207424163818359e+02 3.561709045410156250e+03 2.310566556294759266e+03
1.565754313470961279e+03 2.059920940861012241e+03 1.779805363368359963e+02 2.520781241208298070e+03 6.909462503782460772e+02 3.559720782212807990e+03 2.311081123459507126e+03
1.544131555577534073e+03 1.958557959359713095e+03 1.716435623703991098e+02 2.344472672924066046e+03 6.957756492978051028e+02 3.557866373697916515e+03 2.309359343998015902e+03
1.465652330045790904e+03 1.976779125517524562e+03 1.763304453310125837e+02 2.474256641380999554e+03 7.001465483634702878e+02 3.556477204353578600e+03 2.306705739667338548e+03
1.408405510705114921e+03 1.851061004968493535e+03 1.696131024017948050e+02 2.289332806521622842e+03 7.039409301757812045e+02 3.554349731445312500e+03 2.303779654947916697e+03
1.338144967232179397e+03 1.782177772249167219e+03 1.665300596970267861e+02 2.206863193339736426e+03 7.084273881755891580e+02 3.552458404040727601e+03 2.301622194383965052e+03
1.326859771109482381e+03 5.255479234113883649e+03 3.796674869233214054e+02 1.147088567179118763e+04 7.088069919895481235e+02 3.552557283968538741e+03 2.292594139305320823e+03
1.410629335117029086e+03 6.868433564390694301e+03 5.879969142284073769e+02 2.751314454684815792e+04 7.103569557883522521e+02 3.553377974076704504e+03 2.283721397498985425e+03
1.692920990967731541e+03 4.087110405274603636e+03 3.251020575255873268e+02 8.410650222793867215e+03 7.146211948679454053e+02 3.550180168493470319e+03 2.281477433389692123e+03
2.015981026319895136e+03 2.501383317819566400e+03 1.956234554862693358e+02 3.045313361414012434e+03 7.190427625251538757e+02 3.549599405924479015e+03 2.277264844489820007e+03
2.203340754843515697e+03 2.536113648875794297e+03 1.891257623300057560e+02 2.846371086336916505e+03 7.238527665571732541e+02 3.545328851080560071e+03 2.277621445692978796e+03
2.300175224382801389e+03 2.695926463631521074e+03 1.971418583668662734e+02 3.092771454307731346e+03 7.265892651367187227e+02 3.541728779296875018e+03 2.273987705078125146e+03
2.402835785977126761e+03 3.013418970475037895e+03 2.159272926803169810e+02 3.710267439587918943e+03 7.292064788818358920e+02 3.539324755859374818e+03 2.269991409301757812e+03
2.490315837008908147e+03 2.921514896867956850e+03 2.060326385209619673e+02 3.378019751176509999e+03 7.323456506863445838e+02 3.534942021759462932e+03 2.269820212780589827e+03
2.536452383504325098e+03 3.001603039231157254e+03 2.096708244066779798e+02 3.498373234125550880e+03 7.356763962965744668e+02 3.531722363281250182e+03 2.268464254056490518e+03
2.514636329096807458e+03 3.045269971667094069e+03 2.123103098048289894e+02 3.587007659786509976e+03 7.398285700871393828e+02 3.529131005859374909e+03 2.267877542818509482e+03
2.508724182579150693e+03 4.014251918529638260e+03 2.690435209693391698e+02 5.760168818582190397e+03 7.433650492350260492e+02 3.527003340657552144e+03 2.265457271321614371e+03
2.444973937123316318e+03 4.124757084320829563e+03 2.763374242118223378e+02 6.076724486604581216e+03 7.466105796412417703e+02 3.524483972382127376e+03 2.262992710046600678e+03
2.446218253006224586e+03 3.779102093179766598e+03 2.604330230900934566e+02 5.397370616965838053e+03 7.502970725883872092e+02 3.521951387049788082e+03 2.261409990730932350e+03
2.468036967039140109e+03 3.695078253999460685e+03 2.526595158325086175e+02 5.079973597768433137e+03 7.543959011501735858e+02 3.520010532924107338e+03 2.259846664186507951e+03
2.519506993074087404e+03 3.788954001541981597e+03 2.550396542038754149e+02 5.176134558860402649e+03 7.580580227092160612e+02 3.517186581369173837e+03 2.258610757084215948e+03
2.558096242618559700e+03 3.428200257780248194e+03 2.348279112652416529e+02 4.388231861169590957e+03 7.622380446213942378e+02 3.513580701622596280e+03 2.259443021334134755e+03
2.657130869470372090e+03 3.256205529306056178e+03 2.168624488043772089e+02 3.742474509520854554e+03 7.662305585075827139e+02 3.512181913488051578e+03 2.256940422506893356e+03
2.770936731579023672e+03 3.446224687658369021e+03 2.260193394294083191e+02 4.065194586711716056e+03 7.710826165871542344e+02 3.508317658971567653e+03 2.259445808785860663e+03
2.824184142014358713e+03 4.399520170468311335e+03 2.749353869783957975e+02 6.015218660397195890e+03 7.745253076553344727e+02 3.506267707824707031e+03 2.256253574371337891e+03
2.743267082867491808e+03 3.685175702960160834e+03 2.397498872696371279e+02 4.574113736556776530e+03 7.785877121434067476e+02 3.502383304480350489e+03 2.257346613103693016e+03
2.597736495957189618e+03 3.420132711234520684e+03 2.311988247567709038e+02 4.253646355761084124e+03 7.831390041775173358e+02 3.500115714905753975e+03 2.259668139260912540e+03
2.525356936359159590e+03 3.449464787154939131e+03 2.392545044718491738e+02 4.555230755701312773e+03 7.869491857309810712e+02 3.498341820888831990e+03 2.259774762263063622e+03
2.502889633721247264e+03 3.632367315145742396e+03 2.448605592112566569e+02 4.771202067583365533e+03 7.909737278419204358e+02 3.496336357792721628e+03 2.252848311412183648e+03
2.525033531525419676e+03 3.441721031124237470e+03 2.333342208361955556e+02 4.332584187117810870e+03 7.940324597480969260e+02 3.492787854316907215e+03 2.254628511868990245e+03
2.612303867510269356e+03 3.550134608772606498e+03 2.347184076411151352e+02 4.384140224435850541e+03 7.967173694811368705e+02 3.489128639622738319e+03 2.257038680227179157e+03
2.648551416960295683e+03 3.656226859064527616e+03 2.386280337000300733e+02 4.531406896632145617e+03 7.999045795641446830e+02 3.486043052271792931e+03 2.258193738435444175e+03
2.623836679451035707e+03 3.450100709384398215e+03 2.287384570994585999e+02 4.163595310204768793e+03 8.026879857729559262e+02 3.482230425272902266e+03 2.259305165748073705e+03
2.597621232703152600e+03 3.412185037213524538e+03 2.278375427800514785e+02 4.130862242813053854e+03 8.056815106280438386e+02 3.478917277546672267e+03 2.260919737976867054e+03
2.500349527163115454e+03 3.283244803572384626e+03 2.240433065712956591e+02 3.994423271429140186e+03 8.095408808720576417e+02 3.476739169034090992e+03 2.260947661957183300e+03
2.374299205317238830e+03 3.194622808307809009e+03 2.221683719769960419e+02 3.927847349218576255e+03 8.119272736025528729e+02 3.471935832278829366e+03 2.260920716191681549e+03
2.259135597684077766e+03 3.103090568951730347e+03 2.193751557751397741e+02 3.829702341929616978e+03 8.144123906315984414e+02 3.467669634844805842e+03 2.262327864363386652e+03
2.118983338850493965e+03 2.997035956422308118e+03 2.189180558001080215e+02 3.813759487607088431e+03 8.187082327706473279e+02 3.466048207310268026e+03 2.261495124162946468e+03
1.999757043388429338e+03 2.762537450007690495e+03 2.069469025658956696e+02 3.408066003773699322e+03 8.215480694240993671e+02 3.462382619222005360e+03 2.262796115451388687e+03
1.921616029170989577e+03 2.890123581922976882e+03 2.176062292873700699e+02 3.768189915595788079e+03 8.260264324612087421e+02 3.461452117919921875e+03 2.263426662868923813e+03
1.882378560143568848e+03 2.928582244936977986e+03 2.203330573292032000e+02 3.863220148589387463e+03 8.291586256760817832e+02 3.457869313401442469e+03 2.262994493689903720e+03
1.910248682240568314e+03 2.916778228459196725e+03 2.205063944617625964e+02 3.869300969284360235e+03 8.334492696126302462e+02 3.456294344075520712e+03 2.262383321126302235e+03
1.935640368387806802e+03 2.605578785091801819e+03 1.984771232580184233e+02 3.134808741974024997e+03 8.372419966264204731e+02 3.454057701526988694e+03 2.262656378728693198e+03
1.956217586587667711e+03 2.557423411662773560e+03 1.949777732213651973e+02 3.025243582018989855e+03 8.407030684859664689e+02 3.451379701967592609e+03 2.263503160264756843e+03
1.981413039262998836e+03 2.576852644848556338e+03 1.977151013260022125e+02 3.110783733187293365e+03 8.436537314360996334e+02 3.448021567290683834e+03 2.265235356168926955e+03
2.024137737104525968e+03 2.592316285855710248e+03 1.986847241854780748e+02 3.141369997439994677e+03 8.477938616717302693e+02 3.446332297996238594e+03 2.265238683629918796e+03
2.055303437835826571e+03 2.641907437175550058e+03 2.018863153152173595e+02 3.243425294570132792e+03 8.511221289062500546e+02 3.443266303710937336e+03 2.265480483398437627e+03
2.114208526698408605e+03 2.770944432520261671e+03 2.075739844287275560e+02 3.428751254748416159e+03 8.555634008336950274e+02 3.442141465928819343e+03 2.265598813657407391e+03
2.096262128145522638e+03 2.671200097942534740e+03 2.032258176571838248e+02 3.286607902144629406e+03 8.589170106132075944e+02 3.439865598282724022e+03 2.268793323444870111e+03
2.093707918463155238e+03 2.676206114044698097e+03 2.047692781172752916e+02 3.336719769569545406e+03 8.607847199616609259e+02 3.434911254882812500e+03 2.271815596969039234e+03
2.113520774075434474e+03 2.793344508047800446e+03 2.114335092106930745e+02 3.557441538932992898e+03 8.644554689847506097e+02 3.432700223482572255e+03 2.273043743426983383e+03
2.154816304891382515e+03 2.985032604485719730e+03 2.224412101062905833e+02 3.937500609524572155e+03 8.683372100254274528e+02 3.430928273326945600e+03 2.274521530439268645e+03
2.215452928254307608e+03 3.007308828167345837e+03 2.195037298188628370e+02 3.834192773953086544e+03 8.693185913085937955e+02 3.424542853338068198e+03 2.278099493963068198e+03
2.249055321948188066e+03 3.054629252195090885e+03 2.165857778229101029e+02 3.732931376506846846e+03 8.733128492011398976e+02 3.423166515913165767e+03 2.280363713498975358e+03
2.369969457290378614e+03 3.417215830220367479e+03 2.372922933240898544e+02 4.480819020781151266e+03 8.763417788223481466e+02 3.419731290575484309e+03 2.281615963358274712e+03
2.807143618727121066e+03 7.504604104869552430e+03 5.276185637848519718e+02 2.215288386706443271e+04 8.780461180313774321e+02 3.415549462359884728e+03 2.292853998598845010e+03
3.456429654109260809e+03 6.618641701390588423e+03 4.163254404587092381e+02 1.379291425442151194e+04 8.840588458172686614e+02 3.416318311815137804e+03 2.291362548828125000e+03
4.096852970064977853e+03 6.638090717279885212e+03 3.813570083956821577e+02 1.157320377661969906e+04 8.881061416253810421e+02 3.414156220226753248e+03 2.294211735423018126e+03
4.728613145040255404e+03 1.316060787889030144e+04 6.262469765630136180e+02 3.120911261412095337e+04 8.887147046905203069e+02 3.406293623147551443e+03 2.302481123147551443e+03
5.711855159218584049e+03 2.431339449594330654e+04 1.041376376412702939e+03 8.629896337063860847e+04 8.912658623589409217e+02 3.402035208416800288e+03 2.310684180104834468e+03
6.606292311221684031e+03 1.698775003912717511e+04 7.115002500091366073e+02 4.028471078074115940e+04 8.949414591789245605e+02 3.399673669815063477e+03 2.312346408843994141e+03
7.272241249751342366e+03 1.805844933114911328e+04 7.398005427447909597e+02 4.355313557441162266e+04 8.982529507723721736e+02 3.396730932617187591e+03 2.312402359286221781e+03
8.525700162179542531e+03 1.753663216045218360e+04 6.776589501250608691e+02 3.654369799979180243e+04 9.020468835751872803e+02 3.394560056576058741e+03 2.309577558028796375e+03
9.298188883638242260e+03 1.947379714685768704e+04 7.264765957614050649e+02 4.199846243481127749e+04 9.068014211347026503e+02 3.393914160943800198e+03 2.308977279170866950e+03
1.000703550890632323e+04 2.351090301812181860e+04 8.465602584994747986e+02 5.703033065504125261e+04 9.112112805175780750e+02 3.392717692057291515e+03 2.307601871744791879e+03
1.095643049438634989e+04 2.633648165134841111e+04 9.340099763662533405e+02 6.942136776985198958e+04 9.153540983380012221e+02 3.391101987826749337e+03 2.309641804245282856e+03
1.194223574869434378e+04 2.286509089690281689e+04 7.401936664324812227e+02 4.359943540107813897e+04 9.176134605140953227e+02 3.386488795140406637e+03 2.306066609415974654e+03
1.360769218424858445e+04 4.541050820301226486e+04 1.272247218632283420e+03 1.288051287830112415e+05 9.309584314892863404e+02 3.399500425461440045e+03 2.313678508200840497e+03
1.439662433446223622e+04 5.811235976871109597e+04 1.568817473092644377e+03 1.958551390381939127e+05 9.367320883031834455e+02 3.400474083232369594e+03 2.314526226186497297e+03
1.603814808366941361e+04 5.713835241898307140e+04 1.461893836811190340e+03 1.700676874565924227e+05 9.392273541618795889e+02 3.396236943263633748e+03 2.316571643305759608e+03
1.787806432692298768e+04 7.047968072918572580e+04 1.712182617787921572e+03 2.332868738810944778e+05 9.453338367550871908e+02 3.397740227561773281e+03 2.316733887854287786e+03
1.916608942620415110e+04 8.510280015983572230e+04 1.886105174691294224e+03 2.830883187491194694e+05 9.441541020037179806e+02 3.387658177632404659e+03 2.317471779696912563e+03
2.131844237149351466e+04 9.711181867993930064e+04 2.215086156261415454e+03 3.904553534378777258e+05 9.573094381056067732e+02 3.400369938611141606e+03 2.315926305764134213e+03
2.346400054207693029e+04 1.660237811516461079e+05 3.613757050302796870e+03 1.039221300992890727e+06 9.689221319413112496e+02 3.410627388719367445e+03 2.322364197704929666e+03
2.602894762104606343e+04 2.226220691844340763e+05 4.262358192698071434e+03 1.445739419948409544e+06 9.686554704064112684e+02 3.401999264697409671e+03 2.320753953781802920e+03
2.862313454371685657e+04 2.088330393164950074e+05 3.621803110949445454e+03 1.043854122804097366e+06 9.652484593191546765e+02 3.388376704598615106e+03 2.315691549518151078e+03
3.258423055466135338e+04 1.552241176987260405e+05 2.491132650848463982e+03 4.938372482053173007e+05 9.579185824271960428e+02 3.368517807398086916e+03 2.305992986434545401e+03
3.396962495519272488e+04 2.661220359066940146e+05 3.864023475111812786e+03 1.188145557250586338e+06 9.580903373386548765e+02 3.360583004981884187e+03 2.286845928866621307e+03
3.810923207485615421e+04 2.558436324531803548e+05 3.691530601076906350e+03 1.084433890809781849e+06 9.693723979301771578e+02 3.370317641914388787e+03 2.282549083826601873e+03
4.208601978379073262e+04 3.088691077797978069e+05 4.317324249759625673e+03 1.483267464375435608e+06 9.755027566496859208e+02 3.371859205737556294e+03 2.277830411616059791e+03
4.666791756102833460e+04 3.222054070639935671e+05 4.708145392721668031e+03 1.763964609930985142e+06 9.885654461793225209e+02 3.384421972409643331e+03 2.276064778029316585e+03
4.858602472228753322e+04 3.573474319472810021e+05 6.107141201183634621e+03 2.968014774972214829e+06 1.002927153827617644e+03 3.399052658279220850e+03 2.279848340477881720e+03
5.116164398167287436e+04 2.805440048576643458e+05 4.286549695070432790e+03 1.462196910483642947e+06 1.001456122576871621e+03 3.388506560463318692e+03 2.279068262110419255e+03
5.275271651943181496e+04 2.284567240033606358e+05 3.546017784610712170e+03 1.000626395214486052e+06 1.006705915599342347e+03 3.388647794094546043e+03 2.277024879435112325e+03
5.428977725853573793e+04 1.866083531895056949e+05 2.706917267899434137e+03 5.830960521631727461e+05 1.009709985318391205e+03 3.385219621741253377e+03 2.281905023989470010e+03
