2.753330078125000000e+02 -1.504000366210937500e+03 2.209669677734375000e+03
2.930072326660156250e+02 -1.504000366210937500e+03 2.220716064453125000e+03
3.018443298339843750e+02 -1.504000366210937500e+03 2.226239257812500000e+03
3.106814575195312500e+02 -1.504000366210937500e+03 2.231762451171875000e+03
3.195185546875000000e+02 -1.504000366210937500e+03 2.237285644531250000e+03
3.281862182617187500e+02 -1.504163574218750000e+03 2.243032958984375000e+03
3.366302185058593750e+02 -1.504542236328125000e+03 2.249075683593750000e+03
3.448506164550781250e+02 -1.505136352539062500e+03 2.255413818359375000e+03
3.528474121093750000e+02 -1.505945800781250000e+03 2.262047607421875000e+03
3.606205444335937500e+02 -1.506970703125000000e+03 2.268977050781250000e+03
3.683395385742187500e+02 -1.508047729492187500e+03 2.275978027343750000e+03
3.760585327148437500e+02 -1.509124877929687500e+03 2.282978759765625000e+03
3.837774963378906250e+02 -1.510201904296875000e+03 2.289979736328125000e+03
3.914964904785156250e+02 -1.511278930664062500e+03 2.296980712890625000e+03
3.992154846191406250e+02 -1.512356079101562500e+03 2.303981689453125000e+03
4.069344787597656250e+02 -1.513433105468750000e+03 2.310982666015625000e+03
4.146534729003906250e+02 -1.514510131835937500e+03 2.317983398437500000e+03
4.223724365234375000e+02 -1.515587280273437500e+03 2.324984375000000000e+03
4.300914306640625000e+02 -1.516664306640625000e+03 2.331985351562500000e+03
4.378104248046875000e+02 -1.517741333007812500e+03 2.338986328125000000e+03
4.452758789062500000e+02 -1.518624023437500000e+03 2.346219970703125000e+03
4.524604797363281250e+02 -1.519291259765625000e+03 2.353711425781250000e+03
4.593641662597656250e+02 -1.519743041992187500e+03 2.361460693359375000e+03
4.659869995117187500e+02 -1.519979370117187500e+03 2.369467773437500000e+03
4.723289489746093750e+02 -1.520000366210937500e+03 2.377732910156250000e+03
4.786435546875000000e+02 -1.520000366210937500e+03 2.386022949218750000e+03
4.849581604003906250e+02 -1.520000366210937500e+03 2.394313232421875000e+03
4.912727355957031250e+02 -1.520000366210937500e+03 2.402603271484375000e+03
4.975873413085937500e+02 -1.520000366210937500e+03 2.410893310546875000e+03
5.039019470214843750e+02 -1.520000366210937500e+03 2.419183593750000000e+03
5.102165527343750000e+02 -1.520000366210937500e+03 2.427473632812500000e+03
5.165311279296875000e+02 -1.520000366210937500e+03 2.435763671875000000e+03
5.228457641601562500e+02 -1.520000366210937500e+03 2.444053955078125000e+03
5.291603393554687500e+02 -1.520000366210937500e+03 2.452343994140625000e+03
5.354749755859375000e+02 -1.520000366210937500e+03 2.460634033203125000e+03
5.417895507812500000e+02 -1.520000366210937500e+03 2.468924316406250000e+03
5.481041870117187500e+02 -1.520000366210937500e+03 2.477214355468750000e+03
5.544187622070312500e+02 -1.520000366210937500e+03 2.485504394531250000e+03
5.607333374023437500e+02 -1.520000366210937500e+03 2.493794677734375000e+03
